current_url,page_post_title,content_type,publication_date,updated_date,author,current_category,current_tags,canonical_url,meta_title,meta_description,featured_image,status_code,proposed_new_content_type,proposed_primary_topic,proposed_new_url,migration_action,migration_notes
https://jackskeen.com/are-you-thriving-2/,Are You Thriving?,post,2022-03-29T21:31:41,2022-03-29T21:31:41,Jack Skeen,Blog,Company Improvement | Executive Leadership Development | Life Coach,https://jackskeen.com/are-you-thriving-2/,Are You Thriving? – Jack Skeen,,,200,article,Success & Fulfillment,/are-you-thriving-2/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 255 words. Manual review: title/slug collision."
https://jackskeen.com/are-you-thriving/,Are You Thriving?,post,2021-05-04T17:20:46,2021-05-04T17:20:46,Jack Skeen,Blog,Personal Growth Coach | Professional development | Self Help,https://jackskeen.com/are-you-thriving/,Are You Thriving? – Jack Skeen,,,200,article,Success & Fulfillment,/are-you-thriving/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 427 words. Manual review: title/slug collision."
https://jackskeen.com/authenticity-the-new-currency-in-a-world-of-illusions/,Authenticity: The New Currency in a World of Illusions,post,2025-01-20T15:23:35,2025-01-20T15:47:24,Jack Skeen,Blog,,https://jackskeen.com/authenticity-the-new-currency-in-a-world-of-illusions/,Authenticity: The New Currency in a World of Illusions – Jack Skeen,,https://jackskeen.com/wp-content/uploads/2025/01/Untitled-design-4.png,200,article,Personal Growth,/authenticity-the-new-currency-in-a-world-of-illusions/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 815 words."
https://jackskeen.com/author/fernando/,fernando,author archive,,,,,,https://jackskeen.com/author/fernando/,fernando – Jack Skeen,,,200,none,,,REMOVE,"Thin legacy taxonomy/archive page with no approved equivalent; do not recreate it. Discovered via wordpress-sitemap,firecrawl-map. 17 words."
https://jackskeen.com/author/jack/,Jack Skeen,author archive,,,,,,https://jackskeen.com/author/jack/,Jack Skeen – Jack Skeen,,,200,none,,,REMOVE,"Thin legacy taxonomy/archive page with no approved equivalent; do not recreate it. Discovered via wordpress-sitemap,firecrawl-map. 576 words."
https://jackskeen.com/autonomy/,Autonomy,post,2019-05-08T09:00:03,2019-05-08T09:00:03,Jack Skeen,Blog,Company Improvement | Executive Leadership Development | Human Resource Professional Development | Improving Employee Satisfaction | Increasing Return on Employee Investment | Leadership Coaching | Life Coach | Personal Growth Coach | Professional development | Reducing Turnover within my company | Self Help,https://jackskeen.com/autonomy/,Autonomy – Jack Skeen,,,200,article,Circle Blueprint,/autonomy/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 307 words. Suspicious external links: https://affiliatelabz.com/special/?source=circleblueprinttraining.com. Manual review: suspicious external link."
https://jackskeen.com/becoming-aware-of-yourself-independence-is-the-first-step-toward-greatness/,Becoming Aware of Yourself:  Independence is the First Step Toward Greatness,post,2022-09-11T20:32:36,2022-09-11T20:32:36,Jack Skeen,Blog,Executive Leadership Development | Leadership Coaching | Personal Growth Coach,https://jackskeen.com/becoming-aware-of-yourself-independence-is-the-first-step-toward-greatness/,Becoming Aware of Yourself: Independence is the First Step Toward Greatness – Jack Skeen,,,200,article,Circle Blueprint,/becoming-aware-of-yourself-independence-is-the-first-step-toward-greatness/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 316 words."
https://jackskeen.com/being-a-plow-horse-or-a-reservoir/,Being a Plow Horse or a Reservoir,post,2025-03-07T15:22:04,2025-03-27T16:44:50,Jack Skeen,Blog,,https://jackskeen.com/being-a-plow-horse-or-a-reservoir/,Being a Plow Horse or a Reservoir – Jack Skeen,,https://jackskeen.com/wp-content/uploads/2025/03/image-8.jpg,200,article,Relationships,/being-a-plow-horse-or-a-reservoir/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 419 words."
https://jackskeen.com/big-and-little-self/,Big and Little Self,post,2019-04-17T09:00:50,2019-04-17T09:00:50,Jack Skeen,Blog,Company Improvement | Executive Leadership Development | Human Resource Professional Development | Improving Employee Satisfaction | Increasing Return on Employee Investment | Leadership Coaching | Life Coach | Personal Growth Coach | Professional development | Reducing Turnover within my company | Self Help,https://jackskeen.com/big-and-little-self/,Big and Little Self – Jack Skeen,,,200,article,Circle Blueprint,/big-and-little-self/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 305 words."
https://jackskeen.com/blog/,Blog,page,2016-04-06T08:08:15,2023-10-31T21:15:30,Jack Skeen,,,https://jackskeen.com/blog/,Blog – Jack Skeen,,,200,redirect only,,/insights/articles,REDIRECT,"Equivalent route exists in the approved sitemap. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 576 words. Manual review: redirect."
https://jackskeen.com/boiled-frog/,Boiled Frog,post,2019-01-21T04:35:16,2023-08-30T22:09:02,Jack Skeen,Video,,https://jackskeen.com/boiled-frog/,Boiled Frog – Jack Skeen,,,200,article,Personal Growth,/boiled-frog/,UPDATE,"Preserve the article URL but review thin content before launch. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 43 words."
https://jackskeen.com/breaking-through-upper-limits/,Breaking Through Upper Limits,post,2021-02-09T17:55:16,2021-02-09T17:55:16,Jack Skeen,Blog,Executive Leadership Development | Leadership Coaching,https://jackskeen.com/breaking-through-upper-limits/,Breaking Through Upper Limits – Jack Skeen,,,200,article,Personal Growth,/breaking-through-upper-limits/,UPDATE,"Preserve the article URL but review thin content before launch. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 225 words."
https://jackskeen.com/category/blog/,Blog,category archive,,,,,,https://jackskeen.com/category/blog/,Blog – Jack Skeen,,,200,redirect only,,/insights/articles,REDIRECT,"Equivalent route exists in the approved sitemap. Discovered via wordpress-sitemap,firecrawl-map. 576 words. Manual review: redirect."
https://jackskeen.com/category/video/,Video,category archive,,,,,,https://jackskeen.com/category/video/,Video – Jack Skeen,,,200,redirect only,,/insights/videos,REDIRECT,"Equivalent route exists in the approved sitemap. Discovered via wordpress-sitemap,firecrawl-map. 127 words. Manual review: redirect."
https://jackskeen.com/choosing-to-expand-your-circle/,Choosing to Expand Your Circle,post,2019-03-06T09:00:24,2019-03-06T09:00:24,Jack Skeen,Blog,Company Improvement | Executive Leadership Development | Human Resource Professional Development | Improving Employee Satisfaction | Increasing Return on Employee Investment | Leadership Coaching | Life Coach | Personal Growth Coach | Professional development | Reducing Turnover within my company | Self Help,https://jackskeen.com/choosing-to-expand-your-circle/,Choosing to Expand Your Circle – Jack Skeen,,,200,article,Circle Blueprint,/choosing-to-expand-your-circle/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 318 words."
https://jackskeen.com/civility-allies-or-enemies/,Civility: Allies or Enemies?,post,2020-01-02T21:53:48,2020-01-02T21:53:48,Jack Skeen,Blog,Civility,https://jackskeen.com/civility-allies-or-enemies/,Civility: Allies or Enemies? – Jack Skeen,,,200,article,Relationships,/civility-allies-or-enemies/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 315 words."
https://jackskeen.com/civility-and-getting-past-the-need-to-be-right/,Civility and Getting Past the Need to be Right,post,2020-06-22T20:42:19,2020-06-22T20:42:19,Jack Skeen,Blog,Civility | ego | leadership,https://jackskeen.com/civility-and-getting-past-the-need-to-be-right/,Civility and Getting Past the Need to be Right – Jack Skeen,,,200,article,Relationships,/civility-and-getting-past-the-need-to-be-right/,UPDATE,"Preserve the article URL but review thin content before launch. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 228 words."
https://jackskeen.com/civility-and-grace/,Civility and Grace,post,2020-09-24T19:13:26,2020-09-24T19:13:26,Jack Skeen,Blog,Civility,https://jackskeen.com/civility-and-grace/,Civility and Grace – Jack Skeen,,,200,article,Relationships,/civility-and-grace/,UPDATE,"Preserve the article URL but review thin content before launch. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 185 words."
https://jackskeen.com/civility-and-identity/,Civility and Identity,post,2020-10-23T14:35:14,2020-10-23T14:35:14,Jack Skeen,Blog,Civility,https://jackskeen.com/civility-and-identity/,Civility and Identity – Jack Skeen,,,200,article,Relationships,/civility-and-identity/,UPDATE,"Preserve the article URL but review thin content before launch. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 197 words. Suspicious external links: https://israelnightclub.com/%D7%9C%D7%99%D7%95%D7%95%D7%99/. Manual review: suspicious external link."
https://jackskeen.com/civility-and-taking-radical-responsibility/,Civility and Taking Radical Responsibility,post,2020-07-04T21:30:59,2020-07-04T21:30:59,Jack Skeen,Blog,Civility | responsibility,https://jackskeen.com/civility-and-taking-radical-responsibility/,Civility and Taking Radical Responsibility – Jack Skeen,,,200,article,Relationships,/civility-and-taking-radical-responsibility/,UPDATE,"Preserve the article URL but review thin content before launch. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 227 words."
https://jackskeen.com/civility-being-a-plow-horse-or-a-reservoir/,Civility: Being a Plow Horse or a Reservoir,post,2020-01-16T21:50:45,2020-01-16T21:50:45,Jack Skeen,Blog,Civility,https://jackskeen.com/civility-being-a-plow-horse-or-a-reservoir/,Civility: Being a Plow Horse or a Reservoir – Jack Skeen,,,200,article,Relationships,/civility-being-a-plow-horse-or-a-reservoir/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 435 words."
https://jackskeen.com/civility-christmas-civility-on-steroids/,Civility Christmas: Civility on Steroids,post,2019-12-18T21:56:18,2019-12-18T21:56:18,Jack Skeen,Blog,Christmas | Civility,https://jackskeen.com/civility-christmas-civility-on-steroids/,Civility Christmas: Civility on Steroids – Jack Skeen,,,200,article,Reflections,/civility-christmas-civility-on-steroids/,UPDATE,"Preserve the article URL but review thin content before launch. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 232 words."
https://jackskeen.com/civility-lesson/,Civility Lesson,post,2019-10-23T22:03:56,2019-10-23T22:03:56,Jack Skeen,Blog,Civility,https://jackskeen.com/civility-lesson/,Civility Lesson – Jack Skeen,,,200,article,Relationships,/civility-lesson/,UPDATE,"Preserve the article URL but review thin content before launch. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 235 words."
https://jackskeen.com/civility-listening/,Civility: Listening,post,2019-11-20T22:00:24,2019-11-20T22:00:24,Jack Skeen,Blog,Civility | Leadership Coaching | listening,https://jackskeen.com/civility-listening/,Civility: Listening – Jack Skeen,,,200,article,Relationships,/civility-listening/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 397 words."
https://jackskeen.com/civility-loner-of-lover/,Civility: Loner of Lover,post,2020-01-30T21:48:45,2020-01-30T21:48:45,Jack Skeen,Blog,Civility | community | Leadership Coaching,https://jackskeen.com/civility-loner-of-lover/,Civility: Loner of Lover – Jack Skeen,,,200,article,Relationships,/civility-loner-of-lover/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 391 words."
https://jackskeen.com/civility-the-power-of-seeing-others/,Civility: The Power of Seeing Others,post,2025-01-27T15:24:31,2025-01-27T15:26:21,Jack Skeen,Blog,,https://jackskeen.com/civility-the-power-of-seeing-others/,Civility: The Power of Seeing Others – Jack Skeen,,https://jackskeen.com/wp-content/uploads/2025/01/image-5.jpg,200,article,Relationships,/civility-the-power-of-seeing-others/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 493 words."
https://jackskeen.com/civility-who-are-you-being/,Civility: Who Are You BEING?,post,2019-11-05T22:02:19,2019-11-05T22:02:19,Jack Skeen,Blog,Being | Civility | Leadership Coaching,https://jackskeen.com/civility-who-are-you-being/,Civility: Who Are You BEING? – Jack Skeen,,,200,article,Relationships,/civility-who-are-you-being/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 287 words."
https://jackskeen.com/community-2/,Community: The Value of Ritual,post,2020-02-26T21:18:18,2020-02-26T21:18:18,Jack Skeen,Blog,community | family | ritual,https://jackskeen.com/community-2/,Community: The Value of Ritual – Jack Skeen,,,200,article,Relationships,/community-2/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 276 words. Manual review: title/slug collision."
https://jackskeen.com/community-intentionality/,Community: Intentionality,post,2020-02-12T21:45:29,2020-02-12T21:45:29,Jack Skeen,Blog,Civility | community | intentionality,https://jackskeen.com/community-intentionality/,Community: Intentionality – Jack Skeen,,,200,article,Relationships,/community-intentionality/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 308 words."
https://jackskeen.com/community-lets-get-creative/,Community: Let’s Get Creative,post,2020-03-11T21:41:47,2020-03-11T21:41:47,Jack Skeen,Blog,Civility | community | creativity | Leadership Coaching,https://jackskeen.com/community-lets-get-creative/,Community: Let’s Get Creative – Jack Skeen,,,200,article,Relationships,/community-lets-get-creative/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 391 words."
https://jackskeen.com/community/,Community,page,2020-09-03T21:01:45,2024-09-21T22:45:45,Jack Skeen,,,https://jackskeen.com/community/,Community – Jack Skeen,,,200,page,,/community/,UPDATE,"Preserve provisionally; map into the approved architecture after manual content review. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 118 words. Legacy markup: elementor-widget-wrap; elementor-widget-thim-heading; elementor-widget-container; elementor-widget-text-editor; elementor-widget-image; elementor-widget-button. Manual review: title/slug collision."
https://jackskeen.com/contact/,Contact,page,2015-10-22T03:17:26,2026-05-01T15:56:03,Jack Skeen,,,https://jackskeen.com/contact/,Contact – Jack Skeen,,,200,page,,/contact/,UPDATE,"Preserve provisionally; map into the approved architecture after manual content review. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 38 words. Legacy markup: elementor-widget-wrap; elementor-widget-thim-heading; elementor-widget-container; elementor-widget-text-editor; elementor-widget-html; elementor-widget-image. Manual review: strategic page."
https://jackskeen.com/control-in-difficult-times/,What Can You Control?,post,2020-04-09T20:58:01,2020-04-09T20:58:01,Jack Skeen,Blog,Coaching | control | Executive Leadership Development | Leadership Coaching,https://jackskeen.com/control-in-difficult-times/,What Can You Control? – Jack Skeen,,,200,article,Personal Growth,/control-in-difficult-times/,UPDATE,"Preserve the article URL but review thin content before launch. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 224 words. Suspicious external links: https://www.filmmodu.org/. Manual review: suspicious external link."
https://jackskeen.com/corporate-solutions/,Corporate Solutions,post,2019-01-21T04:35:05,2023-08-30T23:09:42,Jack Skeen,Video,,https://jackskeen.com/corporate-solutions/,Corporate Solutions – Jack Skeen,,,200,redirect only,Leadership,/work-with-jack/corporate,REDIRECT,"Equivalent route exists in the approved sitemap. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 43 words. Manual review: strategic page; redirect."
https://jackskeen.com/cost-of-pleasing/,Cost of Pleasing,post,2019-01-21T04:33:25,2023-08-31T04:28:22,Jack Skeen,Video,,https://jackskeen.com/cost-of-pleasing/,Cost of Pleasing – Jack Skeen,,https://jackskeen.com/wp-content/uploads/2019/01/video2.jpg,200,article,Personal Growth,/cost-of-pleasing/,UPDATE,"Preserve the article URL but review thin content before launch. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 38 words."
https://jackskeen.com/courses-2/,All Courses,page,2023-08-31T00:02:27,2023-08-31T00:02:27,fernando,,,https://jackskeen.com/courses-2/,All Courses - Jack Skeen,,,200,none,,,REMOVE,"Legacy utility/plugin page is outside the approved public architecture. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. No readable body text detected."
https://jackskeen.com/discovering-your-unique-gift-to-the-world/,Discovering Your Unique Gift to the World,post,2024-12-06T15:18:01,2024-12-06T15:24:28,Jack Skeen,Blog,,https://jackskeen.com/discovering-your-unique-gift-to-the-world/,Discovering Your Unique Gift to the World – Jack Skeen,,https://jackskeen.com/wp-content/uploads/2024/12/ec78c459-859e-4644-a3f2-b5c1f812d7aa.jpg,200,article,Your Genius,/discovering-your-unique-gift-to-the-world/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 998 words. Manual review: substantial content / potential SEO value."
https://jackskeen.com/do-i-need-a-coach/,Do I need a coach?,post,2021-01-27T00:48:22,2021-01-27T00:48:22,Jack Skeen,Blog,Company Improvement | Executive Leadership Development,https://jackskeen.com/do-i-need-a-coach/,Do I need a coach? – Jack Skeen,,,200,article,Personal Growth,/do-i-need-a-coach/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 263 words."
https://jackskeen.com/drama-the-great-energy-waster/,Drama: The Great Energy Waster,post,2021-09-22T11:44:37,2021-09-22T11:44:37,Jack Skeen,Blog,Civility | Executive Leadership Development | Human Resource Professional Development,https://jackskeen.com/drama-the-great-energy-waster/,Drama: The Great Energy Waster – Jack Skeen,,,200,article,Personal Growth,/drama-the-great-energy-waster/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 361 words."
https://jackskeen.com/drama-triangle/,Understanding the Drama Triangle,post,2025-01-13T21:38:54,2025-01-13T21:54:43,Jack Skeen,Blog,,https://jackskeen.com/drama-triangle/,Understanding the Drama Triangle – Jack Skeen,,https://jackskeen.com/wp-content/uploads/2025/01/drama.png,200,article,Personal Growth,/drama-triangle/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 968 words. Manual review: substantial content / potential SEO value."
https://jackskeen.com/embracing-gratitude-a-thanksgiving-reflection/,Embracing Gratitude: A Thanksgiving Reflection,post,2023-11-21T16:38:38,2023-11-21T16:38:39,Jack Skeen,Blog,,https://jackskeen.com/embracing-gratitude-a-thanksgiving-reflection/,Embracing Gratitude: A Thanksgiving Reflection – Jack Skeen,,https://jackskeen.com/wp-content/uploads/2023/11/Embracing-Gratitude.png,200,article,Reflections,/embracing-gratitude-a-thanksgiving-reflection/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 1005 words. Manual review: substantial content / potential SEO value."
https://jackskeen.com/embracing-stillness-a-path-to-inner-transformation/,Embracing Stillness: A Path to Inner Transformation,post,2024-09-05T14:14:45,2024-09-05T14:15:13,Jack Skeen,Blog,,https://jackskeen.com/embracing-stillness-a-path-to-inner-transformation/,Embracing Stillness: A Path to Inner Transformation – Jack Skeen,,https://jackskeen.com/wp-content/uploads/2024/09/pherux_A_realistic_photo_capturing_a_businessman_in_a_suit._M_9a70ddbf-7c23-4f66-b88e-0162f0b925e7_0.png,200,article,Personal Growth,/embracing-stillness-a-path-to-inner-transformation/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 707 words."
https://jackskeen.com/entitlements-we-all-have-them/,Entitlements: We All Have Them!,post,2021-08-28T12:48:13,2021-08-28T12:48:13,Jack Skeen,Blog,Executive Leadership Development | Human Resource Professional Development | Professional development,https://jackskeen.com/entitlements-we-all-have-them/,Entitlements: We All Have Them! – Jack Skeen,,,200,article,Personal Growth,/entitlements-we-all-have-them/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 377 words."
https://jackskeen.com/escaping-the-drama-trap-battling-the-imaginary-bear/,Escaping the Drama Trap: Battling the Imaginary Bear,post,2024-09-30T19:48:45,2024-09-30T19:48:47,Jack Skeen,Blog,,https://jackskeen.com/escaping-the-drama-trap-battling-the-imaginary-bear/,Escaping the Drama Trap: Battling the Imaginary Bear – Jack Skeen,,https://jackskeen.com/wp-content/uploads/2024/09/pherux_A_realistic_image_man_dreaming_about_a_menacing_bear_a_bdda507f-15cc-48a2-85f2-c9ec77370573_2.png,200,article,Personal Growth,/escaping-the-drama-trap-battling-the-imaginary-bear/,KEEP,"Preserve the existing root-level article URL. Discovered via wordpress-sitemap,wordpress-rest,firecrawl-map. 920 words. Manual review: substantial content / potential SEO value."
https://jackskeen.com/events/annual-executive-coaching-conference/,Annual Executive Coaching Conference,event,,,,,,https://jackskeen.com/events/annual-executive-coaching-conference/,Annual Executive Coaching Conference – Jack Skeen,,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 228 words."
https://jackskeen.com/events/capital-coaches-conference/,Capital Coaches Conference,event,,,,,,https://jackskeen.com/events/capital-coaches-conference/,Capital Coaches Conference – Jack Skeen,,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 219 words."
https://jackskeen.com/events/global-mentoring-coaching-and-supervision-conference/,"Global Mentoring, Coaching and Supervision Conference",event,,,,,,https://jackskeen.com/events/global-mentoring-coaching-and-supervision-conference/,"Global Mentoring, Coaching and Supervision Conference – Jack Skeen",,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 220 words."
https://jackskeen.com/events/spring-summit-rising-awareness/,Spring Summit: Rising Awareness,event,,,,,,https://jackskeen.com/events/spring-summit-rising-awareness/,Spring Summit: Rising Awareness – Jack Skeen,,,200,none,,,REMOVE,"Legacy/demo custom-post content is outside the approved sitemap; verify before returning 404/410. Discovered via wordpress-sitemap,firecrawl-map. 225 words."
